sHops,TotPkts,TotBytes,TotAppByte,Dur,sTtl,TcpRtt,SynAck,SrcPkts,DstPkts,TotAppByte_1,Rate,SrcRate,DstRate,Label
1,2,400,316,0.000432,63,0,0,1,1,316,2314.814697,0,0,Normal
1,6,412,0,0.019024,63,0.009233,0.009144,4,2,0,262.825897,157.695541,102.859497,Normal
18,7,426,0,18.54668,238,0,0,4,3,0,0.323508,0.161754,1.072555,Normal
16,25,3587,1909,3.980874,48,0.00141,0.00141,12,13,1909,6.028827,2.764155,3.015481,Normal
3,1,78,44,0.000803,5,0,0,1,0,44,0,0,0,Normal
18,23,2582,1044,1.139682,46,0.03983,0.000205,14,9,1044,19.303629,11.40669,7.698141,Normal
2,1,78,44,0.000541,6,0,0,1,0,44,0,0,0,Normal
1,24,4922,3310,53.796093,63,0.024641,0.024526,13,11,3310,0.42754,0.223065,0.185972,Normal
1,1,78,44,0,7,0,0,1,0,44,0,0,0,Normal
1,12,3506,2810,0.490809,127,0.009948,0.008091,7,5,2810,22.411978,12.224715,14.490392,Normal
16,2,126,0,0.000228,112,0,0,1,1,0,4385.964844,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,2,464,380,0.056928,126,0,0,1,1,380,17.566048,0,0,Normal
2,2,474,390,0.107342,126,0,0,1,1,390,9.316018,0,0,Normal
2,2,474,390,0.056624,126,0,0,1,1,390,17.660357,0,0,Normal
2,2,474,390,0.055981,126,0,0,1,1,390,17.863203,0,0,Normal
2,2,474,390,0.042183,126,0,0,1,1,390,23.706232,0,0,Normal
2,2,474,390,0.134553,126,0,0,1,1,390,7.432015,0,0,Normal
2,2,474,390,0.057405,126,0,0,1,1,390,17.420086,0,0,Normal
2,2,474,390,0.127867,126,0,0,1,1,390,7.820626,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,1,145,103,0.135538,126,0,0,1,0,103,0,0,0,Normal
0,1,78,44,0.000552,1,0,0,1,0,44,0,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,1,145,103,0.160507,126,0,0,1,0,103,0,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
1,40,32974,30708,0.208469,127,0.025032,0.02491,15,25,30708,187.078171,67.156265,130.864365,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
20,1,173,111,0,44,0,0,1,0,111,0,0,0,Normal
0,1,78,44,0.00068,2,0,0,1,0,44,0,0,0,Normal
14,1,173,111,0,114,0,0,1,0,111,0,0,0,Normal
16,55,17520,14380,84.885185,112,8.889436,0.000483,30,25,14380,0.636153,0.34164,0.282736,Normal
1,1,78,44,0.000534,3,0,0,1,0,44,0,0,0,Normal
0,1,78,44,0.000455,4,0,0,1,0,44,0,0,0,Normal
3,1,78,44,0.000775,5,0,0,1,0,44,0,0,0,Normal
2,1,78,44,0.000501,6,0,0,1,0,44,0,0,0,Normal
2,2,630,546,0.142004,126,0,0,1,1,546,7.042055,0,0,Normal
16,20,1420,259,24.276726,112,0.30691,0.020278,11,9,259,0.782643,0.411917,0.333778,Normal
21,6,366,0,1.003038,107,0,0,3,3,0,4.984856,1.994267,1.994334,Normal
1,1,78,44,0,7,0,0,1,0,44,0,0,0,Normal
NaN,128,8814,1534,0.615304,NaN,0,0,0,128,1534,206.402039,0,206.402039,Normal
2,9,1539,999,0.321134,126,0.106394,0.105807,5,4,999,24.911718,18.576139,13.932299,Normal
2,2,248,164,0.001169,126,0,0,1,1,164,855.431946,0,0,Normal
20,1,329,287,0.000103,108,0,0,1,0,287,0,0,0,Normal
1,1,357,295,0,63,0,0,1,0,295,0,0,0,Normal
22,4,264,0,9.030135,106,0.000233,0.000233,1,3,0,0.332221,0,0.221486,Normal
22,4,264,0,9.015281,106,0.000109,0.000109,1,3,0,0.332768,0,0.221848,Normal
22,4,264,0,8.998485,106,0.000139,0.000139,1,3,0,0.333389,0,0.222263,Normal
14,44,26580,23660,7.781229,50,0.110509,0.000323,24,20,23660,5.526119,2.955831,2.476843,Normal
0,1,78,44,0.000558,1,0,0,1,0,44,0,0,0,Normal
15,21,1798,392,2.044932,49,0.021251,0.000298,12,9,392,9.780277,5.379152,3.953137,Normal
0,1,78,44,0.000668,2,0,0,1,0,44,0,0,0,Normal
23,1,60,0,0,233,0,0,1,0,0,0,0,0,Normal
1,1,78,44,0.00042,3,0,0,1,0,44,0,0,0,Normal
2,21,3124,1730,4.457376,126,0.393751,0.393176,11,10,1730,4.486945,2.396208,2.214458,Normal
0,1,78,44,0.000495,4,0,0,1,0,44,0,0,0,Normal
2,20,6260,5097,8.687221,126,0.00173,0.000786,10,10,5097,2.187121,1.036005,1.564301,Normal
3,1,78,44,0.000916,5,0,0,1,0,44,0,0,0,Normal
2,1,78,44,0.000632,6,0,0,1,0,44,0,0,0,Normal
NaN,18,1394,382,0.11333,NaN,0,0,0,18,382,150.00441,0,150.00441,Normal
1,41,31783,29457,0.208179,127,0.024999,0.02481,16,25,29457,192.142349,72.053375,130.977921,Normal
1,1,78,44,0,7,0,0,1,0,44,0,0,0,Normal
5,13,1162,288,0.008695,59,0.000594,0.000112,8,5,288,1380.103516,805.060364,487.685944,Normal
5,13,1162,288,0.006732,59,0.000497,9e-05,8,5,288,1782.531128,1039.809814,641.128418,Normal
2,2,474,390,0.902608,126,0,0,1,1,390,1.107901,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,2,455,371,0.34724,126,0,0,1,1,371,2.879853,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,2,474,390,0.149445,126,0,0,1,1,390,6.691425,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,2,464,380,0.063083,126,0,0,1,1,380,15.852131,0,0,Normal
2,2,474,390,0.068858,126,0,0,1,1,390,14.522641,0,0,Normal
2,2,474,390,0.054067,126,0,0,1,1,390,18.495569,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,2,464,380,0.179853,126,0,0,1,1,380,5.560096,0,0,Normal
0,1,78,44,0.000569,1,0,0,1,0,44,0,0,0,Normal
2,2,464,380,0.399345,126,0,0,1,1,380,2.5041,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
0,1,78,44,0.000737,2,0,0,1,0,44,0,0,0,Normal
1,57,60409,57217,0.574522,127,0.001051,0.00083,15,42,57217,97.472328,24.368082,75.258492,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,11,1437,789,61.622261,126,0.160713,0.160255,8,3,789,0.162279,0.113595,2.428873,Normal
2,13,2967,2181,0.454374,62,0.1488,0.146964,7,6,2181,26.409964,19.527056,16.264923,Normal
2,2,474,390,0.055676,126,0,0,1,1,390,17.961061,0,0,Normal
1,1,78,44,0.00046,3,0,0,1,0,44,0,0,0,Normal
1,14,6247,5431,0.077869,127,0.002057,0.000744,7,7,5431,166.947052,77.05249,972.289734,Normal
1,10,1726,1126,0.071833,127,0.001773,0.000869,6,4,1126,125.290604,69.605888,622.535767,Normal
15,1,173,111,0,49,0,0,1,0,111,0,0,0,Normal
0,1,78,44,0.000675,4,0,0,1,0,44,0,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,31,7084,4994,0.179855,62,0.009654,0.008698,17,14,4994,166.801025,93.465584,75.953659,Normal
2,30,6989,4977,0.174167,62,0.009923,0.008903,17,13,4977,166.506851,96.572289,72.611099,Normal
2,30,7002,4990,0.176774,62,0.00998,0.009142,17,13,4990,164.051285,94.931267,71.585381,Normal
3,1,78,44,0.000877,5,0,0,1,0,44,0,0,0,Normal
2,2,276,192,0.361694,126,0,0,1,1,192,2.764768,0,0,Normal
2,1,78,44,0.000471,6,0,0,1,0,44,0,0,0,Normal
2,53,23377,19835,59.853371,62,0.009689,0.008892,24,29,19835,0.86879,0.384331,0.467879,Normal
2,48,23313,20113,59.85088,62,0.010148,0.008799,22,26,20113,0.785285,0.350921,0.417766,Normal
2,38,12348,9808,59.848766,62,0.009796,0.008579,21,17,9808,0.618225,0.334219,0.267379,Normal
13,4,248,0,1.767441,115,0,0,2,2,0,1.697369,0.565822,0.565822,Normal
1,11,1100,418,40.842052,63,0,0,11,0,418,0.244846,0.244846,0,Normal
1,11,1747,1087,0.026455,127,0.002605,0.000743,6,5,1087,378.000366,189.000183,167.735977,Normal
1,53,59284,56332,1.055163,127,0.001987,0.0007,12,41,56332,49.281483,10.42493,38.025883,Normal
1,29,30359,28733,0.408435,127,0.001658,0.00064,7,22,28733,68.554359,14.753977,51.49646,Normal
1,37,38000,35924,0.470799,127,0.001566,0.000782,10,27,35924,76.465752,19.116438,55.626869,Normal
1,40,38369,36119,0.758321,127,0.001445,0.000674,11,29,36119,51.429409,13.187028,37.084129,Normal
1,16,13586,12674,0.404455,127,0.00218,0.000818,5,11,12674,37.086945,9.943793,24.774736,Normal
1,43,40586,38162,0.73658,127,0.002516,0.000732,12,31,38162,57.020283,14.933884,40.858685,Normal
1,40,39239,36989,0.22623,127,0.00204,0.000722,11,29,36989,172.39093,44.202805,125.928719,Normal
1,32,33454,31654,0.419711,127,0.001088,0.000772,8,24,31654,73.860352,16.74457,54.900597,Normal
1,42,41184,38820,0.414801,127,0.002496,0.000681,12,30,38820,98.842575,26.51874,70.314621,Normal
1,46,46352,43760,0.431551,127,0.002344,0.000685,13,33,43760,104.27504,27.806679,74.719391,Normal
1,39,42598,40414,0.422958,127,0.002214,0.000889,9,30,40414,89.843437,19.012762,68.709145,Normal
1,3,194,0,9.00132,127,0,0,3,0,0,0.22219,0.22219,0,Normal
1,1,78,44,0,7,0,0,1,0,44,0,0,0,Normal
1,9,2123,1583,0.006226,127,0.000917,0.00083,5,4,1583,1284.934204,642.467102,838.457214,Normal
1,10,1649,1049,15.692997,127,0.001316,0.000989,6,4,1049,0.573504,0.318613,0.199936,Normal
1,45,42952,40416,0.271698,127,0.002228,0.000891,13,32,40416,161.944519,44.166687,114.991989,Normal
1,44,44988,42522,0.65645,127,0.003928,0.000891,12,32,42522,65.503853,16.756798,47.452927,Normal
1,48,47356,44656,0.224358,127,0.003358,0.000878,15,33,44656,209.486618,62.400269,143.973587,Normal
1,45,46203,43683,0.420315,127,0.003265,0.000926,11,34,43683,104.683395,23.791679,79.156624,Normal
2,9,1540,1000,0.333569,126,0.106992,0.106432,5,4,1000,23.983046,17.606951,13.207888,Normal
22,20,17564,16412,19.849737,42,0.557047,0.000165,7,13,16412,0.957192,0.302271,0.621954,Normal
1,10,2046,1446,15.645876,127,0.001093,0.000891,6,4,1446,0.575231,0.319573,0.199902,Normal
1,9,1599,1059,0.007464,127,0.002068,0.000764,5,4,1059,1071.811401,535.905701,1081.470825,Normal
1,9,1396,856,0.008995,127,0.003831,0.000884,5,4,856,889.382935,444.691467,465.188416,Normal
1,44,43783,41311,0.019503,127,0.002568,0.000795,13,31,41311,2204.789062,615.289978,1998.002075,Normal
1,46,45968,43382,1.045711,127,0.000933,0.000726,13,33,43382,43.032921,11.475446,30.705931,Normal
0,1,78,44,0.000564,1,0,0,1,0,44,0,0,0,Normal
1,26,25817,24353,0.009584,127,0.000849,0.000706,7,19,24353,2608.51416,766.773132,2027.483643,Normal
1,42,38014,35638,0.022074,127,0.000878,0.00069,13,29,35638,1857.388672,543.625977,1419.158691,Normal
1,39,35433,33231,0.463207,127,0.0021,0.000778,12,27,33231,82.036758,23.747482,56.650188,Normal
0,1,78,44,0.000569,2,0,0,1,0,44,0,0,0,Normal
1,7,2873,2459,0.005027,127,0.00244,0.000829,3,4,2459,1193.55481,725.426147,714.626038,Normal
1,47,49545,46917,0.705805,127,0.00241,0.00077,12,35,46917,65.173805,15.585041,48.314396,Normal
1,44,10905,8441,0.658338,127,0.001117,0.000974,21,23,8441,65.315994,30.379532,34.155922,Normal
2,15,5935,5071,0.466618,126,0.016212,0.015691,8,7,5071,30.003128,15.001564,24.626295,Normal
12,33,18514,16332,2.388358,52,0.019604,0.000203,15,18,16332,13.398326,5.861767,7.176666,Normal
0,1,78,44,0.0007,4,0,0,1,0,44,0,0,0,Normal
2,25,13063,11635,60.271294,126,0.008392,0.008016,13,12,11635,0.3982,0.1991,0.183143,Normal
21,74,66563,62369,2.470374,43,0.242369,0.000104,30,44,62369,29.55018,11.739113,19.757271,Normal
3,1,78,44,0.000797,5,0,0,1,0,44,0,0,0,Normal
23,27,2226,408,9.30445,41,0.000396,0.000396,16,11,408,2.794362,1.612132,1.091259,Normal
2,1,78,44,0.000485,6,0,0,1,0,44,0,0,0,Normal
1,2,134,0,0.042489,63,0,0,1,1,0,23.535503,0,0,Normal
1,2,156,88,0.006963,7,0,0,1,1,88,143.616257,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,2,474,390,0.062358,126,0,0,1,1,390,16.036434,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
0,1,78,44,0.000561,1,0,0,1,0,44,0,0,0,Normal
21,5,352,0,21.002806,43,0.000423,0.000423,1,4,0,0.190451,0,0.142841,Normal
1,62,57453,53963,0.170673,127,0.016801,0.016691,21,41,53963,357.40863,129.727768,259.77063,Normal
0,1,78,44,0.000585,2,0,0,1,0,44,0,0,0,Normal
1,1,78,44,0.000392,3,0,0,1,0,44,0,0,0,Normal
1,2,134,0,0.013879,63,0,0,1,1,0,72.0513,0,0,Normal
20,5,308,0,20.996775,108,0.000525,0.000525,1,4,0,0.190505,0,0.142883,Normal
0,1,78,44,0.000816,4,0,0,1,0,44,0,0,0,Normal
26,1,62,0,0,102,0,0,1,0,0,0,0,0,Normal
3,1,78,44,0.001948,5,0,0,1,0,44,0,0,0,Normal
20,1,145,103,0.00021,108,0,0,1,0,103,0,0,0,Normal
1,1,173,111,0,63,0,0,1,0,111,0,0,0,Normal
2,1,78,44,0.000599,6,0,0,1,0,44,0,0,0,Normal
1,1,78,44,0,7,0,0,1,0,44,0,0,0,Normal
74,6,372,0,24.024605,182,0.115071,0.000387,4,2,0,0.20812,0.124872,0.062024,Normal
2,9,1539,999,0.32694,126,0.106497,0.105996,5,4,999,24.469322,18.124643,13.578101,Normal
12,40,4706,2420,79.158081,52,0.128674,0.000188,24,16,2420,0.492685,0.290558,0.189802,Normal
2,8,1574,1094,0.223116,126,0.106818,0.10633,5,3,1094,31.373816,17.927895,17.485727,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
1,101,104569,98949,1.038791,127,0.016815,0.016715,24,77,98949,96.265762,22.141125,74.369232,Normal
2,3,194,0,9.000092,126,0,0,3,0,0,0.22222,0.22222,0,Normal
0,1,78,44,0.001932,1,0,0,1,0,44,0,0,0,Normal
0,1,78,44,0.000582,2,0,0,1,0,44,0,0,0,Normal
20,3,194,0,9.121363,108,0,0,3,0,0,0.219265,0.219265,0,Normal
13,9,643,111,0.777716,115,0.38391,4.8e-05,5,4,111,10.286531,5.145303,3.857687,Normal
23,14,1137,207,3.714341,41,1.457775,0.000151,9,5,207,3.499948,2.153814,1.641603,Normal
1,1,78,44,0.000479,3,0,0,1,0,44,0,0,0,Normal
0,1,78,44,0.000667,4,0,0,1,0,44,0,0,0,Normal
15,10,1281,605,0.213929,49,0.104871,0.000192,5,5,605,42.070034,18.707935,18.714588,Normal
3,1,78,44,0.000928,5,0,0,1,0,44,0,0,0,Normal
2,9,2317,1789,0.230009,126,0.009976,0.009301,5,4,1789,34.781246,17.390623,123.762375,Normal
2,1,78,44,0.00073,6,0,0,1,0,44,0,0,0,Normal
13,10,1266,590,0.051105,51,0.024498,0.000111,5,5,590,176.108017,78.415993,78.440598,Normal
2,27,14012,12214,56.913109,62,0.00816,0.007807,16,11,12214,0.456837,0.26356,0.175732,Normal
13,12,3197,2389,0.053371,51,0.024888,9e-06,6,6,2389,206.104431,93.769928,93.699638,Normal
1,2,156,88,0.009551,7,0,0,1,1,88,104.70108,0,0,Normal
2,2,542,458,0.010515,126,0,0,1,1,458,95.102234,0,0,Normal
2,14,3589,2773,0.846345,126,0.016228,0.015845,8,6,2773,15.360167,8.270859,21.185543,Normal
20,6,444,0,45.802052,44,0.018408,0.018408,1,5,0,0.109165,0,0.087367,Normal
12,1,145,103,0.000146,116,0,0,1,0,103,0,0,0,Normal
1,1,173,111,0,63,0,0,1,0,111,0,0,0,Normal
2,2,474,390,0.155241,126,0,0,1,1,390,6.441597,0,0,Normal
21,89,13471,8445,19.804148,107,0.539369,0.000206,42,47,8445,4.443513,2.070297,2.32277,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,2,474,390,0.199223,126,0,0,1,1,390,5.019501,0,0,Normal
2,2,474,390,0.125932,126,0,0,1,1,390,7.940794,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,1,145,103,3.361613,126,0,0,1,0,103,0,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
13,14,972,155,2.515163,115,0.389958,9.7e-05,8,6,155,5.168651,2.78312,2.092593,Normal
2,1,145,103,0.014905,126,0,0,1,0,103,0,0,0,Normal
12,1,173,111,0,52,0,0,1,0,111,0,0,0,Normal
0,1,78,44,0.000676,1,0,0,1,0,44,0,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,11,2561,1815,0.667561,62,0.1984,0.191659,6,5,1815,14.979904,10.512727,8.405092,Normal
2,11,2509,1763,0.664562,62,0.198995,0.197548,6,5,1763,15.047505,10.709138,8.565053,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
1,24,4646,3242,54.725346,127,0.024235,0.023947,11,13,3242,0.420281,0.182731,0.219374,Normal
0,1,78,44,0.000724,2,0,0,1,0,44,0,0,0,Normal
27,14,1308,518,2.729967,101,0.452314,0.000136,7,7,518,4.761962,2.197829,2.636468,Normal
1,1,1066,0,0,127,0,0,1,0,0,0,0,0,Botnet
1,21,4600,3382,57.022308,127,0.026349,0.024317,11,10,3382,0.35074,0.17537,0.157901,Normal
1,1,78,44,0.000458,3,0,0,1,0,44,0,0,0,Normal
2,12,828,0,19.611904,62,0.203682,0.197496,7,5,0,0.560884,0.305937,0.206049,Normal
0,1,78,44,0.000531,4,0,0,1,0,44,0,0,0,Normal
3,1,78,44,0.000849,5,0,0,1,0,44,0,0,0,Normal
18,6,416,0,16.29458,46,0.151781,0.000186,3,3,0,0.30685,0.122742,0.122742,Normal
23,4,282,0,2.900446,41,0.000495,0.000495,3,1,0,1.034324,0.689549,0,Normal
22,4,282,0,2.896028,42,0.000549,0.000549,3,1,0,1.035902,0.690601,0,Normal
23,4,282,0,2.892597,41,0.0004,0.0004,3,1,0,1.03713,0.69142,0,Normal
2,1,78,44,0.000581,6,0,0,1,0,44,0,0,0,Normal
1,93,55456,49314,42.421581,63,0.157736,0.157581,46,47,49314,2.168707,1.064738,1.088397,Normal
1,2,156,88,0.004972,7,0,0,1,1,88,201.126297,0,0,Normal
12,4,244,0,0.774847,52,0.128126,0.000159,3,1,0,3.871732,2.581155,0,Normal
2,9,1535,999,0.325454,126,0.107135,0.106608,5,4,999,24.581047,18.283041,13.70827,Normal
0,1,78,44,0.00263,1,0,0,1,0,44,0,0,0,Normal
2,7,1505,1090,45.078861,126,0.034451,0.030676,5,2,1090,0.1331,0.088733,27.872234,Normal
19,27,19448,17652,1.872595,45,0.375586,0.0002,10,17,17652,13.884476,4.870251,8.545205,Normal
0,1,78,44,0.000634,2,0,0,1,0,44,0,0,0,Normal
18,6,374,0,1.874252,110,0,0,3,3,0,2.667731,1.067194,1.067234,Normal
17,3,194,0,8.943542,111,0,0,3,0,0,0.223625,0.223625,0,Normal
NaN,128,8812,1532,0.412184,NaN,0,0,0,128,1532,308.114838,0,308.114838,Normal
1,1,78,44,0.000409,3,0,0,1,0,44,0,0,0,Normal
13,1,145,103,0.000222,115,0,0,1,0,103,0,0,0,Normal
1,1,173,111,0,63,0,0,1,0,111,0,0,0,Normal
1,42,33407,31027,0.206922,127,0.025162,0.025026,16,26,31027,198.142303,72.491089,137.560654,Normal
0,1,78,44,0.000442,4,0,0,1,0,44,0,0,0,Normal
3,1,78,44,0.00079,5,0,0,1,0,44,0,0,0,Normal
20,3,212,0,0.219612,44,0.0002,0.0002,2,1,0,9.106971,4.553485,0,Normal
1,81,68930,63568,6.469539,63,0.002783,0.002628,33,48,63568,12.365642,4.947804,7.267767,Normal
2,9,1685,1067,21.219326,126,0,0,7,2,1067,0.377015,0.28278,0.04713,Normal
2,1,78,44,0.00051,6,0,0,1,0,44,0,0,0,Normal
1,11,3507,2851,0.095689,63,0.00098,0.000784,5,6,2851,104.505219,42.194984,52.684265,Normal
2,2,547,463,0.171392,126,0,0,1,1,463,5.834578,0,0,Normal
2,2,139,55,0.078848,126,0,0,1,1,55,12.682631,0,0,Normal
1,2,156,88,0.004162,7,0,0,1,1,88,240.269104,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,1,145,103,0.100098,126,0,0,1,0,103,0,0,0,Normal
2,2,474,390,0.069709,126,0,0,1,1,390,14.345349,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,2,474,390,0.390224,126,0,0,1,1,390,2.562631,0,0,Normal
2,2,474,390,0.178678,126,0,0,1,1,390,5.59666,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,2,238,154,0.169871,126,0,0,1,1,154,5.88682,0,0,Normal
16,15,1088,180,21.000366,112,1.049792,0.000434,6,9,180,0.666655,1.725204,0.380954,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
22,1,173,111,0,42,0,0,1,0,111,0,0,0,Normal
0,1,78,44,0.001646,1,0,0,1,0,44,0,0,0,Normal
1,2,244,160,0.000289,63,0,0,1,1,160,3460.207764,0,0,Normal
1,2,280,196,0.000272,63,0,0,1,1,196,3676.470459,0,0,Normal
1,10,1219,543,0.23248,63,0.024664,0.024471,5,5,543,38.713005,19.252243,19.229937,Normal
2,3,557,431,1.052909,126,0,0,1,2,431,1.899499,0,410.00412,Normal
0,1,78,44,0.000624,2,0,0,1,0,44,0,0,0,Normal
1,9,1930,1316,0.139238,63,0.046011,0.04581,5,4,1316,57.455578,42.832516,32.110287,Normal
1,1,78,44,0.000744,3,0,0,1,0,44,0,0,0,Normal
1,19,9260,7990,40.710121,63,0.045937,0.045739,10,9,7990,0.442151,0.221333,0.196732,Normal
1,19,8615,7345,40.709652,63,0.046034,0.045902,10,9,7345,0.442156,0.221333,0.196735,Normal
1,9,2443,1833,0.350018,63,0.106684,0.10649,5,4,1833,22.855968,16.433449,12.318913,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
0,1,78,44,0.000566,4,0,0,1,0,44,0,0,0,Normal
2,1,145,103,0.059659,126,0,0,1,0,103,0,0,0,Normal
13,1,173,111,0,51,0,0,1,0,111,0,0,0,Normal
3,1,78,44,0.000818,5,0,0,1,0,44,0,0,0,Normal
1,32,15537,13421,0.862786,63,0.04579,0.045634,17,15,13421,35.930115,19.581903,17.132675,Normal
2,1,78,44,0.000542,6,0,0,1,0,44,0,0,0,Normal
1,1,78,44,0,7,0,0,1,0,44,0,0,0,Normal
1,25,8489,6829,0.668579,63,0.022182,0.022017,13,12,6829,35.89703,18.558558,17.013063,Normal
1,23,8309,6781,0.77223,63,0.022003,0.021863,12,11,6781,28.48892,14.65881,13.326813,Normal
17,3,194,0,8.950036,111,0,0,3,0,0,0.223463,0.223463,0,Normal
18,8,492,0,8.9783,110,0.000215,0.000215,3,5,0,0.779658,0.225464,0.445529,Normal
2,9,1539,999,0.328359,126,0.106153,0.105569,5,4,999,24.363577,17.993946,13.465595,Normal
1,44,35273,32779,0.208758,127,0.025406,0.025289,17,27,32779,205.980133,76.643768,141.795227,Normal
0,1,78,44,0.00057,1,0,0,1,0,44,0,0,0,Normal
1,12,3983,3175,0.463187,63,0.114638,0.114437,7,5,3175,23.748507,17.198975,11.469534,Normal
2,12,3798,3084,0.006663,62,0.001222,0.000859,6,6,3084,1650.907959,880.591797,861.474854,Normal
0,1,78,44,0.000679,2,0,0,1,0,44,0,0,0,Normal
18,1,145,103,0.000255,110,0,0,1,0,103,0,0,0,Normal
1,1,173,111,0,63,0,0,1,0,111,0,0,0,Normal
14,1,173,111,0,50,0,0,1,0,111,0,0,0,Normal
1,1,78,44,0.000468,3,0,0,1,0,44,0,0,0,Normal
1,9,1114,496,5.457633,63,0.00939,0.009045,5,4,496,1.465837,0.732918,6.354882,Normal
1,2,400,316,0.000475,63,0,0,1,1,316,2105.263184,0,0,Normal
1,2,400,316,0.000389,63,0,0,1,1,316,2570.694092,0,0,Normal
1,6,412,0,0.018381,63,0.00942,0.009222,4,2,0,272.02002,163.212021,110.975471,Normal
1,25,15023,13357,0.311825,63,0.045858,0.045684,14,11,13357,76.966248,48.823174,37.57407,Normal
0,1,78,44,0.000464,4,0,0,1,0,44,0,0,0,Normal
3,1,78,44,0.000785,5,0,0,1,0,44,0,0,0,Normal
1,3,194,0,9.062269,127,0,0,3,0,0,0.220695,0.220695,0,Normal
23,1,148,106,0.000155,105,0,0,1,0,106,0,0,0,Normal
1,1,176,114,0,63,0,0,1,0,114,0,0,0,Normal
1,13,5436,4562,0.210979,63,0.009285,0.008868,8,5,4562,56.877697,33.178658,19.835072,Normal
11,2,124,0,13.739197,117,0,0,2,0,0,0.072784,0.072784,0,Normal
1,7,2173,1695,0.032065,63,0.009606,0.008831,4,3,1695,187.119904,93.559952,87.164963,Normal
2,1,78,44,0.000529,6,0,0,1,0,44,0,0,0,Normal
1,29,19338,17408,0.091042,63,0.014713,0.008973,15,14,17408,307.550385,153.775192,173.428131,Normal
1,1,78,44,0,7,0,0,1,0,44,0,0,0,Normal
1,36,29969,27937,0.348848,127,0.038356,0.038271,12,24,27937,100.330231,31.53236,74.08075,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
2,2,455,371,0.343549,126,0,0,1,1,371,2.910793,0,0,Normal
2,9,1713,1335,4.294563,126,0,0,3,6,1335,1.862821,0.480923,1.207398,Normal
2,2,290,206,3.989033,126,0,0,2,0,206,0.250687,0.250687,0,Normal
2,4,970,802,4.408427,126,0,0,2,2,802,0.680515,0.250686,0.25,Normal
0,1,78,44,0.000553,1,0,0,1,0,44,0,0,0,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
1,9,1306,774,61.280636,127,0.014589,0.013891,5,4,774,0.130547,0.065273,0.048987,Normal
1,11,1648,998,11.961954,127,0.189993,0.18924,6,5,998,0.835984,0.42467,0.339769,Normal
1,180,149330,139180,4.88565,127,0.046437,0.045676,75,105,139180,36.637909,15.146398,21.50378,Normal
0,1,78,44,0.000774,2,0,0,1,0,44,0,0,0,Normal
1,11,1326,676,11.853977,127,0.11393,0.113247,6,5,676,0.843599,0.425863,0.340694,Normal
14,1,173,111,0,50,0,0,1,0,111,0,0,0,Normal
1,35,19326,17330,11.669496,127,0.017072,0.016318,17,18,17330,2.913579,1.371096,1.45894,Normal
2,1,145,103,0,126,0,0,1,0,103,0,0,0,Normal
